Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU01,OUT049,3049.130567162233
NCU42,OUT046,2749.837141583339
NCV29,OUT018,2884.9619731898606
NCY30,OUT017,3047.169476388209
FDQ46,OUT049,1705.2131367884087
FDG58,OUT027,4091.8965007471256
FDK33,OUT017,3685.3657690975683
NCD07,OUT045,1925.3295454376453
NCX29,OUT027,4007.617142396445
NCT42,OUT013,2484.391681017387
DRN59,OUT035,721.6573342915809
FDI44,OUT035,1288.152513267064
FDA45,OUT049,2887.3054624578594
FDP31,OUT045,1057.3446459806278
FDY01,OUT046,1925.3295454376453
FDT09,OUT018,2024.0446195462634
DRH03,OUT027,2860.6689110887182
FDA36,OUT018,3049.130567162233
NCF31,OUT017,2499.04776847975
FDG14,OUT049,2485.891179274003
FDG28,OUT027,5856.347335187617
FDU14,OUT049,4034.79212981439
FDY47,OUT019,283.61441694470284
FDI56,OUT049,1492.0822966678813
DRD01,OUT013,1016.7851715630575
FDM22,OUT046,943.8179824652566
FDH33,OUT013,713.3032236171674
DRZ24,OUT013,1964.8842216640573
NCQ38,OUT046,1571.9725105893124
FDO16,OUT027,2368.5898534418266
FDU07,OUT027,4046.271215339651
NCB07,OUT013,3051.180737855045
FDU48,OUT045,2024.0446195462634
NCM43,OUT045,2560.7042814493248
FDR31,OUT010,364.6320785012738
DRK49,OUT018,664.8465949025593
NCI30,OUT010,572.501593101305
DRD60,OUT017,3016.3688697503617
NCG19,OUT046,3854.2718898468847
FDH12,OUT035,1571.9725105893124
FDM32,OUT035,1516.5212302209902
FDM27,OUT035,2510.337138759073
NCU53,OUT027,4239.682149442932
NCQ18,OUT046,1535.446548335744
FDS10,OUT013,2959.927662511132
FDB33,OUT027,4191.279574472177
FDI12,OUT013,1513.2389129228284
NCW42,OUT013,3751.503974482005
NCC06,OUT018,2024.0446195462634
FDW02,OUT017,2024.0446195462634
NCD43,OUT017,1571.9725105893124
FDM57,OUT018,1400.0789381788088
FDA58,OUT017,3897.660398663001
FDK56,OUT046,3049.130567162233
FDP52,OUT045,3854.8379224253854
FDW20,OUT018,2024.0446195462634
FDS52,OUT049,1542.946933377534
NCT29,OUT018,2015.7857110393882
NCL54,OUT013,2879.468655780925
FDC05,OUT045,3055.2078152412323
FDF34,OUT035,3055.2820723313575
FDP03,OUT027,2962.2384427351126
FDD32,OUT010,188.34582788991256
FDZ10,OUT045,2024.0446195462634
FDZ40,OUT035,910.662998793053
FDD51,OUT018,667.6736938051382
NCY30,OUT019,425.16499490685857
FDP58,OUT017,3720.650480818035
FDV49,OUT017,4048.4873918552535
FDY24,OUT019,131.83991171517803
NCO55,OUT017,1571.9725105893124
FDR13,OUT017,1931.2367871837725
FDS51,OUT017,1023.17194945228
FDP26,OUT045,1571.9725105893124
NCB54,OUT027,2962.2384427351126
FDF32,OUT017,3055.2820723313575
FDN31,OUT018,3049.130567162233
DRM48,OUT017,659.1457129734081
FDN20,OUT049,2744.9000669820603
DRL01,OUT046,3824.8819764231316
FDV56,OUT049,1571.9725105893124
DRH13,OUT027,2889.860485008413
FDA03,OUT017,2484.391681017387
FDF47,OUT027,5854.683514415375
FDX32,OUT046,2484.391681017387
FDX57,OUT049,1530.75768925628
NCA30,OUT045,3049.130567162233
FDO49,OUT013,768.0026792627988
FDL04,OUT019,253.0083257323633
DRM48,OUT035,665.4671019003363
FDR16,OUT013,3689.885883428988
NCC19,OUT018,3051.180737855045
NCE42,OUT045,3901.921596768315
FDY24,OUT017,910.8983790297956
FDH19,OUT049,2852.143359080065
FDJ46,OUT013,2852.143359080065
FDN45,OUT010,570.532549411218
FDY08,OUT035,2027.0246596482189
FDZ37,OUT035,1444.8790267136935
NCT30,OUT045,725.3047322224776
DRY23,OUT018,664.8465949025593
NCZ30,OUT018,2021.4589953026527
FDC44,OUT018,1915.6610795534239
FDB45,OUT035,1571.9725105893124
FDY04,OUT013,2558.2834468812184
FDM27,OUT046,2546.9181402262034
FDZ43,OUT017,3916.09250861004
FDT39,OUT019,367.70330572529934
NCC06,OUT019,281.34098309280785
FDL15,OUT027,4091.8965007471256
FDL57,OUT017,4042.4300281655796
FDU08,OUT046,1535.446548335744
FDK40,OUT017,4070.864215844922
FDQ12,OUT010,568.8744867445971
FDS48,OUT017,2485.891179274003
FDP09,OUT045,3685.3657690975683
FDW21,OUT049,1535.446548335744
FDY25,OUT035,3016.3688697503617
DRE13,OUT017,1441.4856321543277
FDV43,OUT019,131.83991171517803
FDD22,OUT045,1705.2131367884087
FDM46,OUT019,234.73947709060135
NCO30,OUT010,476.5332646929489
FDM25,OUT046,2852.143359080065
NCN41,OUT049,2021.4589953026527
FDU24,OUT045,1519.6962787951456
FDZ50,OUT046,3047.169476388209
FDP45,OUT013,4001.081074705063
NCM54,OUT045,2024.0446195462634
FDW10,OUT019,417.1222277370441
FDP20,OUT017,2024.0446195462634
FDK32,OUT046,2485.891179274003
FDN52,OUT049,1464.7512561015603
FDM58,OUT045,1681.5610508473806
FDZ46,OUT027,2919.035560284069
NCA18,OUT018,1931.2367871837725
FDD35,OUT046,2021.4589953026527
NCK31,OUT035,725.126225470877
FDI40,OUT027,2867.886160636319
FDT50,OUT019,243.105498488722
NCT06,OUT046,2560.7042814493248
FDT31,OUT035,3049.130567162233
FDT45,OUT049,871.0209693475114
FDT13,OUT045,3049.130567162233
FDO50,OUT045,1494.0532088774355
NCU18,OUT010,276.110868741151
NCR54,OUT049,3051.180737855045
NCO18,OUT018,2884.9619731898606
FDU09,OUT045,919.800996230596
FDT13,OUT018,3049.130567162233
FDE09,OUT046,1705.2131367884087
NCK53,OUT019,251.57017202466423
FDG45,OUT049,3678.289188273071
DRH15,OUT035,690.8109900248886
FDO21,OUT019,569.9533409032578
FDD14,OUT027,5172.099709488721
FDC09,OUT046,1569.538893074189
FDH45,OUT027,1004.8900894313192
FDV32,OUT046,1110.139617880936
FDG12,OUT035,1978.8149531053575
FDS32,OUT013,2027.0246596482189
NCL55,OUT018,3845.967957344341
DRE01,OUT035,3899.607281287748
DRE15,OUT049,1292.7892709368703
NCL42,OUT045,3920.7255991984466
FDP31,OUT013,1207.4979708562828
FDN33,OUT018,1519.6962787951456
FDZ59,OUT046,2560.7042814493248
FDE45,OUT010,425.0093697049763
FDJ07,OUT013,1964.8842216640573
FDQ45,OUT018,3049.130567162233
FDM33,OUT027,5854.683514415375
FDO15,OUT010,149.3882916023593
FDM46,OUT013,1532.64505017317
FDR03,OUT045,3483.649620922117
FDY49,OUT018,2648.337639938717
FDQ60,OUT045,1976.3178996443396
FDW10,OUT049,2857.1694612163437
FDO51,OUT049,686.2339675000511
FDJ40,OUT018,1579.561069723689
FDS20,OUT018,3043.5299631847656
FDU45,OUT013,1801.0691658262265
FDV02,OUT035,2744.9000669820603
FDN09,OUT046,3925.0718152225327
NCM55,OUT027,5169.873685482096
FDN23,OUT018,2467.7041771345534
FDY31,OUT010,368.0454934233676
FDW03,OUT010,243.2928781007788
FDD14,OUT046,3047.169476388209
FDV23,OUT017,2024.0446195462634
DRI03,OUT045,2852.143359080065
FDN13,OUT035,1535.446548335744
FDF45,OUT027,1293.9135708876368
FDU46,OUT035,1451.6776844889187
FDB57,OUT049,3741.6529850468414
FDV12,OUT049,1535.446548335744
FDQ58,OUT013,2485.891179274003
NCA18,OUT017,1925.3295454376453
FDH52,OUT049,1009.9574436807687
FDM24,OUT018,2482.048191749388
NCP43,OUT027,4856.660219706211
NCO18,OUT019,424.8285082073477
FDM32,OUT017,1496.511099914678
NCL07,OUT017,660.6198467541008
FDK03,OUT013,4021.705335419632
FDP59,OUT017,1569.538893074189
FDQ24,OUT049,4015.229519995095
FDQ16,OUT018,1579.561069723689
FDU44,OUT013,2549.0321517973503
FDH28,OUT010,131.83991171517803
FDV28,OUT019,131.83991171517803
FDM22,OUT045,901.8569262481708
FDR56,OUT046,3051.180737855045
FDV39,OUT049,3055.2820723313575
FDU37,OUT019,166.84451372839914
FDQ11,OUT010,570.7067223647618
FDX02,OUT045,3770.5032167238824
NCS42,OUT018,1519.6962787951456
FDY57,OUT027,2860.6689110887182
FDB21,OUT049,3897.2509058822534
FDE28,OUT017,3848.916959602428
FDQ55,OUT017,1915.6610795534239
FDA48,OUT049,3734.320901363736
FDZ19,OUT045,2852.143359080065
NCC43,OUT045,4020.0061588530516
NCV18,OUT046,1412.4127332910139
NCA42,OUT018,2544.5746509582045
FDY45,OUT046,4046.387638368161
NCC30,OUT045,2959.927662511132
FDM57,OUT013,1511.3479797081536
FDL09,OUT010,386.81776913539875
FDB09,OUT027,2962.2384427351126
FDT44,OUT035,1976.3178996443396
NCT06,OUT027,4231.660934783049
FDX26,OUT049,3047.169476388209
FDK32,OUT013,2499.04776847975
DRA12,OUT046,2053.4188514396574
FDO46,OUT010,493.1014692504486
FDE52,OUT013,1512.7876643042252
NCH42,OUT045,3832.575536380381
FDV08,OUT035,670.4283601081936
FDB47,OUT018,3503.227763308621
FDC28,OUT010,257.1437632567337
FDD22,OUT046,1915.6610795534239
FDS07,OUT027,2925.635414166912
DRI13,OUT045,3724.218307996554
FDG32,OUT018,3536.1565343057305
FDU14,OUT017,4044.4777600638827
FDD28,OUT019,132.24771610083914
NCP41,OUT017,1579.561069723689
FDS08,OUT049,2852.143359080065
FDX47,OUT045,2539.3545383206733
FDC53,OUT019,249.7279108275565
FDQ19,OUT035,3930.551950382201
FDL14,OUT045,2499.04776847975
FDM33,OUT019,569.7791679497138
FDA51,OUT045,1915.6610795534239
FDZ27,OUT018,718.2473306754131
FDT04,OUT046,673.985645459996
DRC13,OUT049,2024.0446195462634
FDR16,OUT027,5852.45749040875
FDQ03,OUT027,5852.45749040875
FDE38,OUT035,2673.0344893649494
DRH23,OUT027,1253.9623312067786
FDT11,OUT019,494.5105206206774
FDD09,OUT035,2977.8293134318606
FDR40,OUT045,1392.5289753425543
FDX07,OUT017,3047.169476388209
FDR07,OUT035,1530.75768925628
FDA51,OUT017,1918.4046901220916
FDT59,OUT019,568.5644674477358
FDF20,OUT017,3051.180737855045
FDR13,OUT045,1922.8549319045198
FDY26,OUT049,3691.542652492149
FDW04,OUT017,2024.0446195462634
FDK52,OUT017,3822.5540562671167
FDN60,OUT049,2534.496990533326
FDM09,OUT019,407.5806530268045
FDP46,OUT049,1467.2252019158705
FDB50,OUT019,166.84451372839914
NCQ29,OUT049,4024.621465167323
FDP16,OUT027,5858.573359194242
FDX33,OUT018,2555.93995761322
FDP07,OUT010,509.45326167126655
FDN22,OUT046,4016.8999462482675
FDF39,OUT049,4043.484824676254
FDS21,OUT017,994.0660260713465
NCM42,OUT013,1571.9725105893124
FDK50,OUT019,382.06058418556745
DRF13,OUT027,4046.271215339651
FDH35,OUT018,2558.3607921813255
FDP60,OUT018,1535.446548335744
DRJ49,OUT027,2962.2384427351126
NCT42,OUT019,366.42720402877785
FDE38,OUT049,2668.734013321965
FDI04,OUT049,3055.2078152412323
NCH54,OUT045,2539.3545383206733
FDT56,OUT049,953.2172239288448
DRD15,OUT018,3634.060833520764
FDV58,OUT013,3051.180737855045
FDP21,OUT049,3049.130567162233
FDH05,OUT013,3827.782660288614
FDR10,OUT027,4224.28405333184
NCP06,OUT045,2484.391681017387
FDF33,OUT049,1571.9725105893124
DRK37,OUT013,3049.130567162233
DRH49,OUT045,1396.4131495003285
FDT58,OUT013,2663.9913608018587
FDD41,OUT018,1571.9725105893124
FDP40,OUT018,1671.803517725037
FDM51,OUT027,2867.886160636319
FDO45,OUT010,193.5977123007729
FDW33,OUT010,243.2928781007788
FDY24,OUT045,911.8918587769176
FDB10,OUT010,569.335805785071
FDM40,OUT035,2039.9323282458665
NCI06,OUT017,3016.3688697503617
FDW12,OUT019,334.00949525546724
FDX48,OUT027,4091.8965007471256
NCW05,OUT027,2889.860485008413
FDX27,OUT017,1528.0319940167026
DRM37,OUT045,3055.2078152412323
FDA38,OUT045,3898.5814867982367
FDR36,OUT046,673.2206981364174
FDZ45,OUT046,3095.699076835794
FDG05,OUT017,2546.9181402262034
FDK28,OUT013,4047.3566844845454
FDV47,OUT045,1443.3765653690023
FDN21,OUT045,2549.0321517973503
FDP20,OUT027,2962.2384427351126
FDI35,OUT045,3035.05026935797
DRY23,OUT013,713.3032236171674
FDA56,OUT017,2021.4589953026527
FDB09,OUT013,2024.0446195462634
NCO26,OUT027,2928.7695150026475
FDQ49,OUT018,2520.64693945503
FDI52,OUT027,2962.2384427351126
FDZ44,OUT027,2928.7695150026475
FDZ09,OUT018,2558.3607921813255
FDY03,OUT049,1913.1514557389146
NCG42,OUT017,2024.0446195462634
DRI13,OUT027,5858.573359194242
FDQ32,OUT013,2024.0446195462634
FDW16,OUT035,1494.0532088774355
FDU27,OUT046,726.7604079108631
FDR28,OUT010,384.1989040889426
FDQ49,OUT010,381.3664388938307
FDS37,OUT046,1931.2367871837725
FDW26,OUT018,3514.379508411138
FDX12,OUT018,3735.2764668096747
NCP06,OUT013,2484.391681017387
FDW45,OUT010,367.6034646566451
NCN30,OUT049,1528.0319940167026
FDN24,OUT049,872.2498293313762
NCL41,OUT027,998.441202943293
FDR02,OUT019,257.7019519592536
FDD09,OUT010,447.3518720139704
FDS33,OUT010,193.5977123007729
FDU22,OUT045,2015.7857110393882
FDI53,OUT013,2558.2834468812184
DRH01,OUT049,2852.143359080065
FDX32,OUT013,2055.840882881045
NCP30,OUT018,664.0816475789808
FDB60,OUT045,3051.180737855045
FDB14,OUT049,1519.6962787951456
NCP02,OUT035,920.252408137233
FDJ10,OUT017,2027.0246596482189
FDG34,OUT046,1671.803517725037
NCB18,OUT017,1463.5433700438962
FDM16,OUT049,1112.5601418196998
FDW25,OUT018,1403.9631123365832
FDB35,OUT010,220.19178462637709
DRN11,OUT013,2083.3394832210765
FDF41,OUT019,570.0891872465752
FDH16,OUT045,1469.8991235607932
NCQ50,OUT018,3520.3947005829523
DRH23,OUT018,930.4295679025445
DRJ37,OUT013,2487.8387876857505
DRJ24,OUT027,5172.099709488721
FDY16,OUT035,3047.169476388209
FDQ27,OUT045,1571.9725105893124
FDZ33,OUT045,2484.391681017387
FDF29,OUT045,2024.0446195462634
FDA08,OUT049,2558.2834468812184
FDG31,OUT046,1108.9107578970716
FDE34,OUT019,467.8923523896743
NCR30,OUT027,1428.9800118381067
FDV33,OUT035,4055.5485871123856
DRZ24,OUT018,2018.3540721050979
NCL54,OUT035,2852.143359080065
FDR12,OUT049,2852.143359080065
NCC54,OUT046,3868.625540795983
DRN59,OUT013,764.5337880835026
FDX50,OUT019,258.8258432247514
FDV31,OUT027,4764.123355514107
NCA29,OUT027,4394.181197638503
FDW60,OUT049,2879.468655780925
FDX08,OUT017,3045.3681850775793
DRD49,OUT013,3874.1528673026246
FDD33,OUT046,3842.575737342307
FDW35,OUT013,713.3032236171674
FDJ36,OUT017,1569.538893074189
FDV51,OUT035,2626.8788984521934
FDW36,OUT046,1571.9725105893124
FDH35,OUT046,2560.7042814493248
NCS30,OUT027,2962.2384427351126
FDN49,OUT017,661.3920257185462
FDL08,OUT018,3737.531425211443
FDI09,OUT013,3906.884560149102
FDP19,OUT018,2024.0446195462634
FDU21,OUT010,131.83991171517803
NCP41,OUT045,1571.9725105893124
FDY10,OUT013,1826.6735675297252
FDP12,OUT018,659.1457129734081
NCN26,OUT049,1931.2367871837725
FDK44,OUT013,2852.143359080065
FDC28,OUT049,1579.561069723689
FDJ41,OUT027,5858.573359194242
NCT29,OUT035,2024.0446195462634
NCH42,OUT019,570.7067223647618
FDU60,OUT018,2659.0100489880574
FDS02,OUT045,3051.180737855045
FDC51,OUT046,2021.4589953026527
FDU03,OUT013,3047.169476388209
FDX39,OUT045,3699.562640761404
NCY05,OUT010,131.83991171517803
NCL06,OUT027,5852.45749040875
FDD32,OUT035,1301.0213752541983
NCN41,OUT045,2021.4589953026527
NCX53,OUT049,2039.9323282458665
FDU57,OUT019,367.70330572529934
FDQ23,OUT046,1569.538893074189
FDQ52,OUT045,4010.298771822415
FDC14,OUT045,671.1390491260453
FDY09,OUT035,2879.468655780925
FDQ28,OUT045,2513.029238828494
FDV25,OUT046,3758.31067764716
FDJ07,OUT035,1931.2367871837725
DRB25,OUT049,1571.9725105893124
FDK52,OUT019,569.7791679497138
FDY52,OUT027,1381.2338888875906
FDB28,OUT046,3053.413223431238
FDT36,OUT035,664.7274781790422
FDV25,OUT017,3774.951200707682
NCN07,OUT027,2962.2384427351126
FDC57,OUT017,3051.180737855045
FDQ03,OUT018,3699.1505959434594
FDU23,OUT017,2661.353538256056
NCX41,OUT035,3701.558598861294
NCD06,OUT035,722.4611875694005
FDW08,OUT045,1571.9725105893124
NCU29,OUT017,2480.130309834177
NCE06,OUT013,2553.460744837206
FDV52,OUT010,268.99924459201793
FDB02,OUT017,2879.468655780925
NCR18,OUT045,672.6520010084989
FDK16,OUT049,1528.0319940167026
NCQ29,OUT010,571.4401400094514
FDZ01,OUT019,251.16606453525557
FDW27,OUT035,2534.496990533326
FDD17,OUT018,3702.8202216447326
FDW39,OUT013,2879.468655780925
DRH59,OUT045,1072.4085699498996
FDS52,OUT013,1562.233933559034
FDU40,OUT027,5784.013901184062
NCF54,OUT013,2852.143359080065
FDH46,OUT045,1569.538893074189
NCP14,OUT049,1569.538893074189
FDH50,OUT049,3049.130567162233
DRF15,OUT010,371.7554450034566
FDV27,OUT027,2578.868132360259
NCJ06,OUT049,2018.3540721050979
FDN02,OUT018,3332.1827462621413
FDQ51,OUT049,723.8843929202803
FDQ07,OUT017,3739.323468542736
FDS45,OUT049,1571.9725105893124
NCJ06,OUT045,2021.4589953026527
FDD36,OUT035,1931.2367871837725
FDY25,OUT045,3047.169476388209
FDU52,OUT046,2501.7524401843793
DRK47,OUT017,3823.723654856872
NCL30,OUT017,2024.0446195462634
FDN22,OUT035,4027.9925327415904
NCF30,OUT027,2962.2384427351126
FDK03,OUT035,4037.9176150421886
FDT45,OUT017,913.3764273360072
NCC54,OUT027,5852.45749040875
FDP08,OUT018,3051.180737855045
FDU44,OUT046,2558.2834468812184
DRG39,OUT035,863.9256123955066
